queue_action_id,action_type,target_scope,source_residual_ids,product,contract_role,contract,period,physical_path,current_evidence,recommended_action,requires_code_change,requires_manifest_change,requires_db_write,requires_parquet_write,requires_rqdata,risk_level,rollback_method
ACT-b0282e059bdd800b,regenerate_processed_summary,data/processed/v1b/rs/rs_v2_parquet_20121228_20260711.json,"[""RES-852c7e9ffd489323"",""RES-9d33bd2d11ef0346"",""RES-bda2d590ead8922a""]",rs,,,1d,,"{""processed_summary"":""data/processed/v1b/rs/rs_v2_parquet_20121228_20260711.json"",""source_residual_count"":3}",Regenerate this processed summary from direct DB and physical evidence without changing quality status.,false,false,false,false,false,low,Restore the prior processed summary JSON from Git or its pre-write copy.
ACT-66447aa82c339b12,regenerate_processed_summary,data/processed/v1b/rs/rs_v2_parquet_20230103_20260707.json,"[""RES-3aaf10991c0eb673"",""RES-852c7e9ffd489323"",""RES-9d33bd2d11ef0346""]",rs,,,1d,,"{""processed_summary"":""data/processed/v1b/rs/rs_v2_parquet_20230103_20260707.json"",""source_residual_count"":3}",Regenerate this processed summary from direct DB and physical evidence without changing quality status.,false,false,false,false,false,low,Restore the prior processed summary JSON from Git or its pre-write copy.
ACT-ac73e73facc0fceb,regenerate_processed_summary,data/processed/v1b/rs/rs_v2_parquet_20230103_20260710.json,"[""RES-4f717cf670e00117"",""RES-cb72cf9fa7c824d6""]",rs,,,1w,,"{""processed_summary"":""data/processed/v1b/rs/rs_v2_parquet_20230103_20260710.json"",""source_residual_count"":2}",Regenerate this processed summary from direct DB and physical evidence without changing quality status.,false,false,false,false,false,low,Restore the prior processed summary JSON from Git or its pre-write copy.
ACT-c4ee859c914603d7,regenerate_processed_summary,data/processed/v1b/wh/wh_v2_incremental_1d_20230103_20260711.json,"[""RES-10fcc23128fe57a2"",""RES-aa2bb065c91a0ba1"",""RES-d4ed5e94190b5dc2""]",wh,,,1d,,"{""processed_summary"":""data/processed/v1b/wh/wh_v2_incremental_1d_20230103_20260711.json"",""source_residual_count"":3}",Regenerate this processed summary from direct DB and physical evidence without changing quality status.,false,false,false,false,false,low,Restore the prior processed summary JSON from Git or its pre-write copy.
ACT-29bd9e6802ac23a1,regenerate_processed_summary,data/processed/v1b/wh/wh_v2_incremental_1w_20230103_20260711.json,"[""RES-3a0f75cbc5dc8fbe"",""RES-77c9a4050ed78822""]",wh,,,1w,,"{""processed_summary"":""data/processed/v1b/wh/wh_v2_incremental_1w_20230103_20260711.json"",""source_residual_count"":2}",Regenerate this processed summary from direct DB and physical evidence without changing quality status.,false,false,false,false,false,low,Restore the prior processed summary JSON from Git or its pre-write copy.
ACT-4b43117fced3b23d,regenerate_processed_summary,data/processed/v1b/wh/wh_v2_parquet_20120724_20260711.json,"[""RES-0ee9ed49d4f4911a"",""RES-aa2bb065c91a0ba1"",""RES-d4ed5e94190b5dc2""]",wh,,,1d,,"{""processed_summary"":""data/processed/v1b/wh/wh_v2_parquet_20120724_20260711.json"",""source_residual_count"":3}",Regenerate this processed summary from direct DB and physical evidence without changing quality status.,false,false,false,false,false,low,Restore the prior processed summary JSON from Git or its pre-write copy.
ACT-bbf834cc0ae3bb1e,regenerate_processed_summary,data/processed/v1b/wh/wh_v2_parquet_20230103_20260707.json,"[""RES-3b9d370bcbab7520"",""RES-aa2bb065c91a0ba1"",""RES-d4ed5e94190b5dc2""]",wh,,,1d,,"{""processed_summary"":""data/processed/v1b/wh/wh_v2_parquet_20230103_20260707.json"",""source_residual_count"":3}",Regenerate this processed summary from direct DB and physical evidence without changing quality status.,false,false,false,false,false,low,Restore the prior processed summary JSON from Git or its pre-write copy.
ACT-217d1b61de6a7eba,regenerate_processed_summary,data/processed/v1b/wh/wh_v2_parquet_20230103_20260710.json,"[""RES-3a0f75cbc5dc8fbe"",""RES-ea9da1e84a9164b8""]",wh,,,1w,,"{""processed_summary"":""data/processed/v1b/wh/wh_v2_parquet_20230103_20260710.json"",""source_residual_count"":2}",Regenerate this processed summary from direct DB and physical evidence without changing quality status.,false,false,false,false,false,low,Restore the prior processed summary JSON from Git or its pre-write copy.
ACT-bfd1eaed8bf3c500,regenerate_processed_summary,data/processed/v1b/wr/wr_v2_incremental_1d_20230103_20260711.json,"[""RES-5482d43332523caf"",""RES-b04e5eefe8cbb208"",""RES-f5c78b03d678ea37""]",wr,,,1d,,"{""processed_summary"":""data/processed/v1b/wr/wr_v2_incremental_1d_20230103_20260711.json"",""source_residual_count"":3}",Regenerate this processed summary from direct DB and physical evidence without changing quality status.,false,false,false,false,false,low,Restore the prior processed summary JSON from Git or its pre-write copy.
ACT-e7709ba7c117225b,regenerate_processed_summary,data/processed/v1b/wr/wr_v2_parquet_20230103_20260707.json,"[""RES-0f24d01f4e448b48"",""RES-5482d43332523caf"",""RES-b04e5eefe8cbb208""]",wr,,,1d,,"{""processed_summary"":""data/processed/v1b/wr/wr_v2_parquet_20230103_20260707.json"",""source_residual_count"":3}",Regenerate this processed summary from direct DB and physical evidence without changing quality status.,false,false,false,false,false,low,Restore the prior processed summary JSON from Git or its pre-write copy.
ACT-d34f859b01192ae2,regenerate_processed_summary,data/processed/v1b/zc/zc_v2_incremental_1d_20230103_20260711.json,"[""RES-5ea4e81b4a501616"",""RES-f5af9d3d717ed98a"",""RES-fc85b269f25f6ab0""]",zc,,,1d,,"{""processed_summary"":""data/processed/v1b/zc/zc_v2_incremental_1d_20230103_20260711.json"",""source_residual_count"":3}",Regenerate this processed summary from direct DB and physical evidence without changing quality status.,false,false,false,false,false,low,Restore the prior processed summary JSON from Git or its pre-write copy.
ACT-ca57e971e9aa1de8,regenerate_processed_summary,data/processed/v1b/zc/zc_v2_parquet_20150518_20260711.json,"[""RES-af49e59971cbbce3"",""RES-f5af9d3d717ed98a"",""RES-fc85b269f25f6ab0""]",zc,,,1d,,"{""processed_summary"":""data/processed/v1b/zc/zc_v2_parquet_20150518_20260711.json"",""source_residual_count"":3}",Regenerate this processed summary from direct DB and physical evidence without changing quality status.,false,false,false,false,false,low,Restore the prior processed summary JSON from Git or its pre-write copy.
ACT-2102a6714ec64559,regenerate_processed_summary,data/processed/v1b/zc/zc_v2_parquet_20230103_20260707.json,"[""RES-7f28a0581fbdc946"",""RES-f5af9d3d717ed98a"",""RES-fc85b269f25f6ab0""]",zc,,,1d,,"{""processed_summary"":""data/processed/v1b/zc/zc_v2_parquet_20230103_20260707.json"",""source_residual_count"":3}",Regenerate this processed summary from direct DB and physical evidence without changing quality status.,false,false,false,false,false,low,Restore the prior processed summary JSON from Git or its pre-write copy.
ACT-14d17c8be9b39f8b,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=ic/contract=IC2607/IC2607_15m_20260401_20260707.parquet,"[""RES-bac3d33250d9f704""]",ic,actual_contract,IC2607,15m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=ic/contract=IC2607/IC2607_15m_20260401_20260707.parquet,"{""actual_checksums"":[""93cfbb4836e7d02c10e982a808e6ea6b870653805bad4373606b8c09468d1cef""],""db_checksums"":[""4cc9da660b899021c5e7dc75643c3b428b704a610cbf936a4758ad16c7c36b0c"",""93cfbb4836e7d02c10e982a808e6ea6b870653805bad4373606b8c09468d1cef""],""db_data_roles"":[""primary"",""superseded""],""db_ids"":[33719,34059],""db_quality_statuses"":[""passed""],""db_record_count"":2,""manifest_checksums"":[""93cfbb4836e7d02c10e982a808e6ea6b870653805bad4373606b8c09468d1cef""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_actual_contract_bars_ic_IC2607_20260401_20260707.csv#2""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-5ce83549f2a2d55e,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=ic/contract=IC2607/IC2607_15m_20260622_20260707.parquet,"[""RES-f375122e5a478073""]",ic,actual_contract,IC2607,15m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=ic/contract=IC2607/IC2607_15m_20260622_20260707.parquet,"{""actual_checksums"":[""853b31f6f53c938ca193ca81304b6ed9d3278b6b2286040009dcdf846b60ed1b""],""db_checksums"":[""853b31f6f53c938ca193ca81304b6ed9d3278b6b2286040009dcdf846b60ed1b""],""db_data_roles"":[""superseded""],""db_ids"":[48368],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""853b31f6f53c938ca193ca81304b6ed9d3278b6b2286040009dcdf846b60ed1b""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_actual_contract_bars_ic_IC2607_20260622_20260707.csv#2""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-b58d04785eb37c84,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=ic/contract=ic.MAIN/ic_MAIN_15m_20230103_20260707_v2.parquet,"[""RES-c87b97e223dec94f""]",ic,dominant_main,ic.MAIN,15m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=ic/contract=ic.MAIN/ic_MAIN_15m_20230103_20260707_v2.parquet,"{""actual_checksums"":[""ecdec8c0ef54209eaf0f090397b160dffad0fd96c53898df5e29d51ef06f2b68""],""db_checksums"":[""ecdec8c0ef54209eaf0f090397b160dffad0fd96c53898df5e29d51ef06f2b68""],""db_data_roles"":[""superseded""],""db_ids"":[41045],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""ecdec8c0ef54209eaf0f090397b160dffad0fd96c53898df5e29d51ef06f2b68""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_ic_v2_history_20230103_20260707.csv#2""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-471aa659b8d16a93,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=ic/contract=ic.MAIN/ic_MAIN_15m_20230103_20260711_v2.parquet,"[""RES-eaff646d1c9a7afb""]",ic,dominant_main,ic.MAIN,15m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=ic/contract=ic.MAIN/ic_MAIN_15m_20230103_20260711_v2.parquet,"{""actual_checksums"":[""23bec2133bdcc6c0ab4761fa5609f6771a16995689681787894f56f25756042c""],""db_checksums"":[""23bec2133bdcc6c0ab4761fa5609f6771a16995689681787894f56f25756042c""],""db_data_roles"":[""superseded""],""db_ids"":[56179],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""23bec2133bdcc6c0ab4761fa5609f6771a16995689681787894f56f25756042c""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_ic_v2_history_20230103_20260711.csv#2""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[""data/processed/v1b/ic/ic_v2_parquet_20230103_20260711.json""]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-1ba0d4cbf9324d21,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=if/contract=IF2607/IF2607_15m_20260401_20260707.parquet,"[""RES-dc7677e672d8371f""]",if,actual_contract,IF2607,15m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=if/contract=IF2607/IF2607_15m_20260401_20260707.parquet,"{""actual_checksums"":[""43b1cf1ddfaf25076aa46fd999d127bcda7b0970510565147f980f3f85626585""],""db_checksums"":[""43b1cf1ddfaf25076aa46fd999d127bcda7b0970510565147f980f3f85626585"",""e8ec594b6670b2b9f69b62b05d202fef9425b3e047aed7feb564a691e5c1539d""],""db_data_roles"":[""primary"",""superseded""],""db_ids"":[33726,34066],""db_quality_statuses"":[""passed""],""db_record_count"":2,""manifest_checksums"":[""43b1cf1ddfaf25076aa46fd999d127bcda7b0970510565147f980f3f85626585""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_actual_contract_bars_if_IF2607_20260401_20260707.csv#2""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-ee8727f679ed9c6a,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=if/contract=IF2607/IF2607_15m_20260622_20260707.parquet,"[""RES-2aa6a82894b84e3f""]",if,actual_contract,IF2607,15m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=if/contract=IF2607/IF2607_15m_20260622_20260707.parquet,"{""actual_checksums"":[""ae47eaf9d549b4271a65810faaed44aa80060d9372afebd7a699958c6ca0914d""],""db_checksums"":[""ae47eaf9d549b4271a65810faaed44aa80060d9372afebd7a699958c6ca0914d""],""db_data_roles"":[""superseded""],""db_ids"":[50474],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""ae47eaf9d549b4271a65810faaed44aa80060d9372afebd7a699958c6ca0914d""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_actual_contract_bars_if_IF2607_20260622_20260707.csv#2""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-0ff924fffe3dfb2a,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=if/contract=if.MAIN/if_MAIN_15m_20230103_20260707_v2.parquet,"[""RES-5d2672b562eb1b81""]",if,dominant_main,if.MAIN,15m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=if/contract=if.MAIN/if_MAIN_15m_20230103_20260707_v2.parquet,"{""actual_checksums"":[""ed4a042f6c16a51885b904dc7fb2190e6a7d0723ce89dc9730e06c5cdae5d2b8""],""db_checksums"":[""ed4a042f6c16a51885b904dc7fb2190e6a7d0723ce89dc9730e06c5cdae5d2b8""],""db_data_roles"":[""superseded""],""db_ids"":[41051],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""ed4a042f6c16a51885b904dc7fb2190e6a7d0723ce89dc9730e06c5cdae5d2b8""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_if_v2_history_20230103_20260707.csv#2""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-0c3a192c0f8e298d,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=if/contract=if.MAIN/if_MAIN_15m_20230103_20260711_v2.parquet,"[""RES-337b479f498c2e81""]",if,dominant_main,if.MAIN,15m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=if/contract=if.MAIN/if_MAIN_15m_20230103_20260711_v2.parquet,"{""actual_checksums"":[""8363e84f8de7b96bbc64f1d8ada7112e6a31ee41e14e9d7374f19e592e81cd23""],""db_checksums"":[""8363e84f8de7b96bbc64f1d8ada7112e6a31ee41e14e9d7374f19e592e81cd23""],""db_data_roles"":[""superseded""],""db_ids"":[56183],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""8363e84f8de7b96bbc64f1d8ada7112e6a31ee41e14e9d7374f19e592e81cd23""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_if_v2_history_20230103_20260711.csv#2""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[""data/processed/v1b/if/if_v2_parquet_20230103_20260711.json""]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-a735f47ef21bdc96,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=ih/contract=IH2607/IH2607_15m_20260401_20260707.parquet,"[""RES-3b22117b092c73b3""]",ih,actual_contract,IH2607,15m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=ih/contract=IH2607/IH2607_15m_20260401_20260707.parquet,"{""actual_checksums"":[""b8e4b4e7eb952cd434b5ee15f965813fb87dd7dcf42267dddbe204ddb7f6b605""],""db_checksums"":[""a03966519d1a192ae75812c5737a7fee18466ac86ea2899f28cadd6803e2ba05"",""b8e4b4e7eb952cd434b5ee15f965813fb87dd7dcf42267dddbe204ddb7f6b605""],""db_data_roles"":[""primary"",""superseded""],""db_ids"":[33733,34073],""db_quality_statuses"":[""passed""],""db_record_count"":2,""manifest_checksums"":[""b8e4b4e7eb952cd434b5ee15f965813fb87dd7dcf42267dddbe204ddb7f6b605""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_actual_contract_bars_ih_IH2607_20260401_20260707.csv#2""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-d02900811af88df7,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=ih/contract=IH2607/IH2607_15m_20260622_20260707.parquet,"[""RES-4bf89140984d1374""]",ih,actual_contract,IH2607,15m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=ih/contract=IH2607/IH2607_15m_20260622_20260707.parquet,"{""actual_checksums"":[""d155abca18211d418a149cfb71cac9d485244a1d8eac33b6c3a6796511acf58d""],""db_checksums"":[""d155abca18211d418a149cfb71cac9d485244a1d8eac33b6c3a6796511acf58d""],""db_data_roles"":[""superseded""],""db_ids"":[44666],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""d155abca18211d418a149cfb71cac9d485244a1d8eac33b6c3a6796511acf58d""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_actual_contract_bars_ih_IH2607_20260622_20260707.csv#2""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-ecf65d9c9f59b989,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=ih/contract=ih.MAIN/ih_MAIN_15m_20230103_20260707_v2.parquet,"[""RES-eb1ac141b9bd1ab6""]",ih,dominant_main,ih.MAIN,15m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=ih/contract=ih.MAIN/ih_MAIN_15m_20230103_20260707_v2.parquet,"{""actual_checksums"":[""ceb88ee71f629e315812a0c01bf57432cc80976ca20b6295a9e3956ef58fc54e""],""db_checksums"":[""ceb88ee71f629e315812a0c01bf57432cc80976ca20b6295a9e3956ef58fc54e""],""db_data_roles"":[""superseded""],""db_ids"":[41057],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""ceb88ee71f629e315812a0c01bf57432cc80976ca20b6295a9e3956ef58fc54e""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_ih_v2_history_20230103_20260707.csv#2""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
