residual_id,source_report,source_line,classification,asset_identity,product,contract_role,contract,period,provider,data_role,data_version,physical_path,current_evidence,root_cause,recommended_action,requires_code_change,requires_manifest_change,requires_db_write,requires_parquet_write,requires_rqdata,risk_level,rollback_method
RES-2010991d44325528,physical_residuals.csv,12,physical_missing,"{""contract"":"""",""contract_role"":""dominant_main"",""data_role"":"""",""data_version"":"""",""period"":""5m"",""physical_path"":"""",""product"":""al"",""provider"":""rqdata""}",al,dominant_main,,5m,rqdata,,,,"{""source_row"":{""checksum_status"":"""",""contract"":"""",""contract_role"":""dominant_main"",""expected_end"":""2026-07-10"",""expected_start"":""2010-01-04"",""observed_end"":"""",""observed_start"":""2020-01-02"",""period"":""5m"",""physical_path"":"""",""product"":""al"",""reason"":""expected_window_partial"",""recommended_next_task"":""B2-04A-physical-coverage-triage"",""residual_scope"":""expected_coverage"",""source_role"":""derived_from_1m"",""status"":""partial""}}",Derived period coverage begins after the supported 1m source boundary.,Rebuild the missing derived interval locally from canonical 1m after approval; do not call RQData.,false,true,true,true,false,medium,Restore the prior derived Parquet/manifest/DB snapshot and remove only the newly versioned rebuild.
RES-3c7fcf90f36bba1e,physical_residuals.csv,13,physical_missing,"{""contract"":"""",""contract_role"":""dominant_main"",""data_role"":"""",""data_version"":"""",""period"":""60m"",""physical_path"":"""",""product"":""al"",""provider"":""rqdata""}",al,dominant_main,,60m,rqdata,,,,"{""source_row"":{""checksum_status"":"""",""contract"":"""",""contract_role"":""dominant_main"",""expected_end"":""2026-07-10"",""expected_start"":""2010-01-04"",""observed_end"":"""",""observed_start"":""2020-01-02"",""period"":""60m"",""physical_path"":"""",""product"":""al"",""reason"":""expected_window_partial"",""recommended_next_task"":""B2-04A-physical-coverage-triage"",""residual_scope"":""expected_coverage"",""source_role"":""derived_from_1m"",""status"":""partial""}}",Derived period coverage begins after the supported 1m source boundary.,Rebuild the missing derived interval locally from canonical 1m after approval; do not call RQData.,false,true,true,true,false,medium,Restore the prior derived Parquet/manifest/DB snapshot and remove only the newly versioned rebuild.
RES-eed19a75a0a9717b,physical_residuals.csv,14,physical_missing,"{""contract"":"""",""contract_role"":""dominant_main"",""data_role"":"""",""data_version"":"""",""period"":""15m"",""physical_path"":"""",""product"":""ap"",""provider"":""rqdata""}",ap,dominant_main,,15m,rqdata,,,,"{""source_row"":{""checksum_status"":"""",""contract"":"""",""contract_role"":""dominant_main"",""expected_end"":""2026-07-10"",""expected_start"":""2017-12-22"",""observed_end"":"""",""observed_start"":""2020-01-02"",""period"":""15m"",""physical_path"":"""",""product"":""ap"",""reason"":""expected_window_partial"",""recommended_next_task"":""B2-04A-physical-coverage-triage"",""residual_scope"":""expected_coverage"",""source_role"":""derived_from_1m"",""status"":""partial""}}",Derived period coverage begins after the supported 1m source boundary.,Rebuild the missing derived interval locally from canonical 1m after approval; do not call RQData.,false,true,true,true,false,medium,Restore the prior derived Parquet/manifest/DB snapshot and remove only the newly versioned rebuild.
RES-2b6a1935e0882db2,physical_residuals.csv,15,physical_missing,"{""contract"":"""",""contract_role"":""dominant_main"",""data_role"":"""",""data_version"":"""",""period"":""30m"",""physical_path"":"""",""product"":""ap"",""provider"":""rqdata""}",ap,dominant_main,,30m,rqdata,,,,"{""source_row"":{""checksum_status"":"""",""contract"":"""",""contract_role"":""dominant_main"",""expected_end"":""2026-07-10"",""expected_start"":""2017-12-22"",""observed_end"":"""",""observed_start"":""2020-01-02"",""period"":""30m"",""physical_path"":"""",""product"":""ap"",""reason"":""expected_window_partial"",""recommended_next_task"":""B2-04A-physical-coverage-triage"",""residual_scope"":""expected_coverage"",""source_role"":""derived_from_1m"",""status"":""partial""}}",Derived period coverage begins after the supported 1m source boundary.,Rebuild the missing derived interval locally from canonical 1m after approval; do not call RQData.,false,true,true,true,false,medium,Restore the prior derived Parquet/manifest/DB snapshot and remove only the newly versioned rebuild.
RES-9b85ce21250329f6,physical_residuals.csv,16,physical_missing,"{""contract"":"""",""contract_role"":""dominant_main"",""data_role"":"""",""data_version"":"""",""period"":""5m"",""physical_path"":"""",""product"":""ap"",""provider"":""rqdata""}",ap,dominant_main,,5m,rqdata,,,,"{""source_row"":{""checksum_status"":"""",""contract"":"""",""contract_role"":""dominant_main"",""expected_end"":""2026-07-10"",""expected_start"":""2017-12-22"",""observed_end"":"""",""observed_start"":""2020-01-02"",""period"":""5m"",""physical_path"":"""",""product"":""ap"",""reason"":""expected_window_partial"",""recommended_next_task"":""B2-04A-physical-coverage-triage"",""residual_scope"":""expected_coverage"",""source_role"":""derived_from_1m"",""status"":""partial""}}",Derived period coverage begins after the supported 1m source boundary.,Rebuild the missing derived interval locally from canonical 1m after approval; do not call RQData.,false,true,true,true,false,medium,Restore the prior derived Parquet/manifest/DB snapshot and remove only the newly versioned rebuild.
RES-ab268afb25c99db7,physical_residuals.csv,17,physical_missing,"{""contract"":"""",""contract_role"":""dominant_main"",""data_role"":"""",""data_version"":"""",""period"":""60m"",""physical_path"":"""",""product"":""ap"",""provider"":""rqdata""}",ap,dominant_main,,60m,rqdata,,,,"{""source_row"":{""checksum_status"":"""",""contract"":"""",""contract_role"":""dominant_main"",""expected_end"":""2026-07-10"",""expected_start"":""2017-12-22"",""observed_end"":"""",""observed_start"":""2020-01-02"",""period"":""60m"",""physical_path"":"""",""product"":""ap"",""reason"":""expected_window_partial"",""recommended_next_task"":""B2-04A-physical-coverage-triage"",""residual_scope"":""expected_coverage"",""source_role"":""derived_from_1m"",""status"":""partial""}}",Derived period coverage begins after the supported 1m source boundary.,Rebuild the missing derived interval locally from canonical 1m after approval; do not call RQData.,false,true,true,true,false,medium,Restore the prior derived Parquet/manifest/DB snapshot and remove only the newly versioned rebuild.
RES-9ce413f24d219bae,physical_residuals.csv,18,physical_missing,"{""contract"":"""",""contract_role"":""dominant_main"",""data_role"":"""",""data_version"":"""",""period"":""15m"",""physical_path"":"""",""product"":""au"",""provider"":""rqdata""}",au,dominant_main,,15m,rqdata,,,,"{""source_row"":{""checksum_status"":"""",""contract"":"""",""contract_role"":""dominant_main"",""expected_end"":""2026-07-10"",""expected_start"":""2010-01-04"",""observed_end"":"""",""observed_start"":""2020-01-02"",""period"":""15m"",""physical_path"":"""",""product"":""au"",""reason"":""expected_window_partial"",""recommended_next_task"":""B2-04A-physical-coverage-triage"",""residual_scope"":""expected_coverage"",""source_role"":""derived_from_1m"",""status"":""partial""}}",Derived period coverage begins after the supported 1m source boundary.,Rebuild the missing derived interval locally from canonical 1m after approval; do not call RQData.,false,true,true,true,false,medium,Restore the prior derived Parquet/manifest/DB snapshot and remove only the newly versioned rebuild.
RES-9510e674dcbdcb4e,physical_residuals.csv,19,physical_missing,"{""contract"":"""",""contract_role"":""dominant_main"",""data_role"":"""",""data_version"":"""",""period"":""30m"",""physical_path"":"""",""product"":""au"",""provider"":""rqdata""}",au,dominant_main,,30m,rqdata,,,,"{""source_row"":{""checksum_status"":"""",""contract"":"""",""contract_role"":""dominant_main"",""expected_end"":""2026-07-10"",""expected_start"":""2010-01-04"",""observed_end"":"""",""observed_start"":""2020-01-02"",""period"":""30m"",""physical_path"":"""",""product"":""au"",""reason"":""expected_window_partial"",""recommended_next_task"":""B2-04A-physical-coverage-triage"",""residual_scope"":""expected_coverage"",""source_role"":""derived_from_1m"",""status"":""partial""}}",Derived period coverage begins after the supported 1m source boundary.,Rebuild the missing derived interval locally from canonical 1m after approval; do not call RQData.,false,true,true,true,false,medium,Restore the prior derived Parquet/manifest/DB snapshot and remove only the newly versioned rebuild.
RES-f4dcddcd6a3b6674,physical_residuals.csv,20,physical_missing,"{""contract"":"""",""contract_role"":""dominant_main"",""data_role"":"""",""data_version"":"""",""period"":""5m"",""physical_path"":"""",""product"":""au"",""provider"":""rqdata""}",au,dominant_main,,5m,rqdata,,,,"{""source_row"":{""checksum_status"":"""",""contract"":"""",""contract_role"":""dominant_main"",""expected_end"":""2026-07-10"",""expected_start"":""2010-01-04"",""observed_end"":"""",""observed_start"":""2020-01-02"",""period"":""5m"",""physical_path"":"""",""product"":""au"",""reason"":""expected_window_partial"",""recommended_next_task"":""B2-04A-physical-coverage-triage"",""residual_scope"":""expected_coverage"",""source_role"":""derived_from_1m"",""status"":""partial""}}",Derived period coverage begins after the supported 1m source boundary.,Rebuild the missing derived interval locally from canonical 1m after approval; do not call RQData.,false,true,true,true,false,medium,Restore the prior derived Parquet/manifest/DB snapshot and remove only the newly versioned rebuild.
RES-4d63bacca01b472e,physical_residuals.csv,21,physical_missing,"{""contract"":"""",""contract_role"":""dominant_main"",""data_role"":"""",""data_version"":"""",""period"":""60m"",""physical_path"":"""",""product"":""au"",""provider"":""rqdata""}",au,dominant_main,,60m,rqdata,,,,"{""source_row"":{""checksum_status"":"""",""contract"":"""",""contract_role"":""dominant_main"",""expected_end"":""2026-07-10"",""expected_start"":""2010-01-04"",""observed_end"":"""",""observed_start"":""2020-01-02"",""period"":""60m"",""physical_path"":"""",""product"":""au"",""reason"":""expected_window_partial"",""recommended_next_task"":""B2-04A-physical-coverage-triage"",""residual_scope"":""expected_coverage"",""source_role"":""derived_from_1m"",""status"":""partial""}}",Derived period coverage begins after the supported 1m source boundary.,Rebuild the missing derived interval locally from canonical 1m after approval; do not call RQData.,false,true,true,true,false,medium,Restore the prior derived Parquet/manifest/DB snapshot and remove only the newly versioned rebuild.
RES-a9e8941abffde898,physical_residuals.csv,22,physical_missing,"{""contract"":"""",""contract_role"":""dominant_main"",""data_role"":"""",""data_version"":"""",""period"":""15m"",""physical_path"":"""",""product"":""b"",""provider"":""rqdata""}",b,dominant_main,,15m,rqdata,,,,"{""source_row"":{""checksum_status"":"""",""contract"":"""",""contract_role"":""dominant_main"",""expected_end"":""2026-07-10"",""expected_start"":""2010-01-04"",""observed_end"":"""",""observed_start"":""2020-01-02"",""period"":""15m"",""physical_path"":"""",""product"":""b"",""reason"":""expected_window_partial"",""recommended_next_task"":""B2-04A-physical-coverage-triage"",""residual_scope"":""expected_coverage"",""source_role"":""derived_from_1m"",""status"":""partial""}}",Derived period coverage begins after the supported 1m source boundary.,Rebuild the missing derived interval locally from canonical 1m after approval; do not call RQData.,false,true,true,true,false,medium,Restore the prior derived Parquet/manifest/DB snapshot and remove only the newly versioned rebuild.
RES-289f11bc3cea3397,physical_residuals.csv,23,physical_missing,"{""contract"":"""",""contract_role"":""dominant_main"",""data_role"":"""",""data_version"":"""",""period"":""30m"",""physical_path"":"""",""product"":""b"",""provider"":""rqdata""}",b,dominant_main,,30m,rqdata,,,,"{""source_row"":{""checksum_status"":"""",""contract"":"""",""contract_role"":""dominant_main"",""expected_end"":""2026-07-10"",""expected_start"":""2010-01-04"",""observed_end"":"""",""observed_start"":""2020-01-02"",""period"":""30m"",""physical_path"":"""",""product"":""b"",""reason"":""expected_window_partial"",""recommended_next_task"":""B2-04A-physical-coverage-triage"",""residual_scope"":""expected_coverage"",""source_role"":""derived_from_1m"",""status"":""partial""}}",Derived period coverage begins after the supported 1m source boundary.,Rebuild the missing derived interval locally from canonical 1m after approval; do not call RQData.,false,true,true,true,false,medium,Restore the prior derived Parquet/manifest/DB snapshot and remove only the newly versioned rebuild.
RES-2e7815e024348600,physical_residuals.csv,24,physical_missing,"{""contract"":"""",""contract_role"":""dominant_main"",""data_role"":"""",""data_version"":"""",""period"":""5m"",""physical_path"":"""",""product"":""b"",""provider"":""rqdata""}",b,dominant_main,,5m,rqdata,,,,"{""source_row"":{""checksum_status"":"""",""contract"":"""",""contract_role"":""dominant_main"",""expected_end"":""2026-07-10"",""expected_start"":""2010-01-04"",""observed_end"":"""",""observed_start"":""2020-01-02"",""period"":""5m"",""physical_path"":"""",""product"":""b"",""reason"":""expected_window_partial"",""recommended_next_task"":""B2-04A-physical-coverage-triage"",""residual_scope"":""expected_coverage"",""source_role"":""derived_from_1m"",""status"":""partial""}}",Derived period coverage begins after the supported 1m source boundary.,Rebuild the missing derived interval locally from canonical 1m after approval; do not call RQData.,false,true,true,true,false,medium,Restore the prior derived Parquet/manifest/DB snapshot and remove only the newly versioned rebuild.
RES-ccf5c69a22c4629e,physical_residuals.csv,25,physical_missing,"{""contract"":"""",""contract_role"":""dominant_main"",""data_role"":"""",""data_version"":"""",""period"":""60m"",""physical_path"":"""",""product"":""b"",""provider"":""rqdata""}",b,dominant_main,,60m,rqdata,,,,"{""source_row"":{""checksum_status"":"""",""contract"":"""",""contract_role"":""dominant_main"",""expected_end"":""2026-07-10"",""expected_start"":""2010-01-04"",""observed_end"":"""",""observed_start"":""2020-01-02"",""period"":""60m"",""physical_path"":"""",""product"":""b"",""reason"":""expected_window_partial"",""recommended_next_task"":""B2-04A-physical-coverage-triage"",""residual_scope"":""expected_coverage"",""source_role"":""derived_from_1m"",""status"":""partial""}}",Derived period coverage begins after the supported 1m source boundary.,Rebuild the missing derived interval locally from canonical 1m after approval; do not call RQData.,false,true,true,true,false,medium,Restore the prior derived Parquet/manifest/DB snapshot and remove only the newly versioned rebuild.
RES-a869a8bc0272e956,physical_residuals.csv,26,physical_missing,"{""contract"":"""",""contract_role"":""dominant_main"",""data_role"":"""",""data_version"":"""",""period"":""15m"",""physical_path"":"""",""product"":""bb"",""provider"":""rqdata""}",bb,dominant_main,,15m,rqdata,,,,"{""source_row"":{""checksum_status"":"""",""contract"":"""",""contract_role"":""dominant_main"",""expected_end"":""2026-07-10"",""expected_start"":""2013-12-06"",""observed_end"":"""",""observed_start"":""2020-01-02"",""period"":""15m"",""physical_path"":"""",""product"":""bb"",""reason"":""expected_window_partial"",""recommended_next_task"":""B2-04A-physical-coverage-triage"",""residual_scope"":""expected_coverage"",""source_role"":""derived_from_1m"",""status"":""partial""}}",Derived period coverage begins after the supported 1m source boundary.,Rebuild the missing derived interval locally from canonical 1m after approval; do not call RQData.,false,true,true,true,false,medium,Restore the prior derived Parquet/manifest/DB snapshot and remove only the newly versioned rebuild.
RES-81d0037f54d9fb3f,physical_residuals.csv,27,physical_missing,"{""contract"":"""",""contract_role"":""dominant_main"",""data_role"":"""",""data_version"":"""",""period"":""30m"",""physical_path"":"""",""product"":""bb"",""provider"":""rqdata""}",bb,dominant_main,,30m,rqdata,,,,"{""source_row"":{""checksum_status"":"""",""contract"":"""",""contract_role"":""dominant_main"",""expected_end"":""2026-07-10"",""expected_start"":""2013-12-06"",""observed_end"":"""",""observed_start"":""2020-01-02"",""period"":""30m"",""physical_path"":"""",""product"":""bb"",""reason"":""expected_window_partial"",""recommended_next_task"":""B2-04A-physical-coverage-triage"",""residual_scope"":""expected_coverage"",""source_role"":""derived_from_1m"",""status"":""partial""}}",Derived period coverage begins after the supported 1m source boundary.,Rebuild the missing derived interval locally from canonical 1m after approval; do not call RQData.,false,true,true,true,false,medium,Restore the prior derived Parquet/manifest/DB snapshot and remove only the newly versioned rebuild.
RES-d0992ad888b2ddb1,physical_residuals.csv,28,physical_missing,"{""contract"":"""",""contract_role"":""dominant_main"",""data_role"":"""",""data_version"":"""",""period"":""5m"",""physical_path"":"""",""product"":""bb"",""provider"":""rqdata""}",bb,dominant_main,,5m,rqdata,,,,"{""source_row"":{""checksum_status"":"""",""contract"":"""",""contract_role"":""dominant_main"",""expected_end"":""2026-07-10"",""expected_start"":""2013-12-06"",""observed_end"":"""",""observed_start"":""2020-01-02"",""period"":""5m"",""physical_path"":"""",""product"":""bb"",""reason"":""expected_window_partial"",""recommended_next_task"":""B2-04A-physical-coverage-triage"",""residual_scope"":""expected_coverage"",""source_role"":""derived_from_1m"",""status"":""partial""}}",Derived period coverage begins after the supported 1m source boundary.,Rebuild the missing derived interval locally from canonical 1m after approval; do not call RQData.,false,true,true,true,false,medium,Restore the prior derived Parquet/manifest/DB snapshot and remove only the newly versioned rebuild.
RES-15680e30c96fd111,physical_residuals.csv,29,physical_missing,"{""contract"":"""",""contract_role"":""dominant_main"",""data_role"":"""",""data_version"":"""",""period"":""60m"",""physical_path"":"""",""product"":""bb"",""provider"":""rqdata""}",bb,dominant_main,,60m,rqdata,,,,"{""source_row"":{""checksum_status"":"""",""contract"":"""",""contract_role"":""dominant_main"",""expected_end"":""2026-07-10"",""expected_start"":""2013-12-06"",""observed_end"":"""",""observed_start"":""2020-01-02"",""period"":""60m"",""physical_path"":"""",""product"":""bb"",""reason"":""expected_window_partial"",""recommended_next_task"":""B2-04A-physical-coverage-triage"",""residual_scope"":""expected_coverage"",""source_role"":""derived_from_1m"",""status"":""partial""}}",Derived period coverage begins after the supported 1m source boundary.,Rebuild the missing derived interval locally from canonical 1m after approval; do not call RQData.,false,true,true,true,false,medium,Restore the prior derived Parquet/manifest/DB snapshot and remove only the newly versioned rebuild.
RES-6857a12081c51470,physical_residuals.csv,30,physical_missing,"{""contract"":"""",""contract_role"":""dominant_main"",""data_role"":"""",""data_version"":"""",""period"":""15m"",""physical_path"":"""",""product"":""bu"",""provider"":""rqdata""}",bu,dominant_main,,15m,rqdata,,,,"{""source_row"":{""checksum_status"":"""",""contract"":"""",""contract_role"":""dominant_main"",""expected_end"":""2026-07-10"",""expected_start"":""2013-10-09"",""observed_end"":"""",""observed_start"":""2020-01-02"",""period"":""15m"",""physical_path"":"""",""product"":""bu"",""reason"":""expected_window_partial"",""recommended_next_task"":""B2-04A-physical-coverage-triage"",""residual_scope"":""expected_coverage"",""source_role"":""derived_from_1m"",""status"":""partial""}}",Derived period coverage begins after the supported 1m source boundary.,Rebuild the missing derived interval locally from canonical 1m after approval; do not call RQData.,false,true,true,true,false,medium,Restore the prior derived Parquet/manifest/DB snapshot and remove only the newly versioned rebuild.
RES-c25077eeba2f2287,physical_residuals.csv,31,physical_missing,"{""contract"":"""",""contract_role"":""dominant_main"",""data_role"":"""",""data_version"":"""",""period"":""30m"",""physical_path"":"""",""product"":""bu"",""provider"":""rqdata""}",bu,dominant_main,,30m,rqdata,,,,"{""source_row"":{""checksum_status"":"""",""contract"":"""",""contract_role"":""dominant_main"",""expected_end"":""2026-07-10"",""expected_start"":""2013-10-09"",""observed_end"":"""",""observed_start"":""2020-01-02"",""period"":""30m"",""physical_path"":"""",""product"":""bu"",""reason"":""expected_window_partial"",""recommended_next_task"":""B2-04A-physical-coverage-triage"",""residual_scope"":""expected_coverage"",""source_role"":""derived_from_1m"",""status"":""partial""}}",Derived period coverage begins after the supported 1m source boundary.,Rebuild the missing derived interval locally from canonical 1m after approval; do not call RQData.,false,true,true,true,false,medium,Restore the prior derived Parquet/manifest/DB snapshot and remove only the newly versioned rebuild.
