datetime,datetime_nano,KQ.m@DCE.v.open,KQ.m@DCE.v.high,KQ.m@DCE.v.low,KQ.m@DCE.v.close,KQ.m@DCE.v.volume,KQ.m@DCE.v.open_oi,KQ.m@DCE.v.close_oi
2021-08-31 21:22:00.000000000,1630416120000000000,9130,9145,9130,9140,2888,423379,422668
2021-08-31 21:23:00.000000000,1630416180000000000,9140,9140,9130,9135,3364,422668,421503
2021-08-31 21:24:00.000000000,1630416240000000000,9135,9145,9130,9140,3051,421503,420919
2021-08-31 21:25:00.000000000,1630416300000000000,9140,9145,9130,9130,3044,420919,420568
2021-08-31 21:26:00.000000000,1630416360000000000,9130,9135,9125,9130,2668,420568,419545
2021-08-31 21:27:00.000000000,1630416420000000000,9130,9140,9125,9140,1964,419545,419682
2021-08-31 21:28:00.000000000,1630416480000000000,9140,9140,9130,9135,1255,419682,419269
2021-08-31 21:29:00.000000000,1630416540000000000,9135,9140,9125,9130,1906,419269,418929
2021-08-31 21:30:00.000000000,1630416600000000000,9130,9140,9125,9135,2051,418929,418645
2021-08-31 21:31:00.000000000,1630416660000000000,9135,9150,9135,9150,1139,418645,418581
2021-08-31 21:32:00.000000000,1630416720000000000,9150,9160,9140,9150,2625,418581,418279
2021-08-31 21:33:00.000000000,1630416780000000000,9150,9165,9150,9160,1321,418279,417960
2021-08-31 21:34:00.000000000,1630416840000000000,9160,9165,9155,9160,1230,417960,417965
2021-08-31 21:35:00.000000000,1630416900000000000,9160,9165,9155,9165,2051,417965,417575
2021-08-31 21:36:00.000000000,1630416960000000000,9165,9165,9155,9160,1273,417575,417711
2021-08-31 21:37:00.000000000,1630417020000000000,9160,9160,9150,9150,752,417711,418092
2021-08-31 21:38:00.000000000,1630417080000000000,9150,9155,9150,9150,476,418092,417967
2021-08-31 21:39:00.000000000,1630417140000000000,9150,9155,9145,9145,768,417967,418149
2021-08-31 21:40:00.000000000,1630417200000000000,9145,9155,9145,9150,863,418149,418020
2021-08-31 21:41:00.000000000,1630417260000000000,9150,9155,9150,9150,450,418020,417974
2021-08-31 21:42:00.000000000,1630417320000000000,9150,9155,9145,9150,628,417974,418071
2021-08-31 21:43:00.000000000,1630417380000000000,9150,9155,9150,9155,467,418071,417969
2021-08-31 21:44:00.000000000,1630417440000000000,9155,9155,9140,9140,924,417969,417554
2021-08-31 21:45:00.000000000,1630417500000000000,9140,9155,9140,9155,2383,417554,416866
2021-08-31 21:46:00.000000000,1630417560000000000,9155,9165,9150,9160,2243,416866,416868
2021-08-31 21:47:00.000000000,1630417620000000000,9160,9175,9160,9170,2009,416868,416527
2021-08-31 21:48:00.000000000,1630417680000000000,9170,9170,9165,9165,549,416527,416334
2021-08-31 21:49:00.000000000,1630417740000000000,9165,9170,9155,9160,873,416334,416298
2021-08-31 21:50:00.000000000,1630417800000000000,9160,9160,9150,9155,1148,416298,416358
2021-08-31 21:51:00.000000000,1630417860000000000,9155,9165,9155,9155,814,416358,416304
2021-08-31 21:52:00.000000000,1630417920000000000,9155,9165,9155,9160,539,416304,416545
2021-08-31 21:53:00.000000000,1630417980000000000,9160,9160,9155,9160,172,416545,416510
2021-08-31 21:54:00.000000000,1630418040000000000,9160,9160,9155,9155,845,416510,416214
2021-08-31 21:55:00.000000000,1630418100000000000,9155,9155,9150,9150,510,416214,416325
2021-08-31 21:56:00.000000000,1630418160000000000,9150,9155,9150,9150,208,416325,416381
2021-08-31 21:57:00.000000000,1630418220000000000,9150,9160,9150,9160,309,416381,416285
2021-08-31 21:58:00.000000000,1630418280000000000,9160,9165,9155,9165,455,416285,416376
2021-08-31 21:59:00.000000000,1630418340000000000,9165,9165,9150,9150,1551,416376,416397
2021-08-31 22:00:00.000000000,1630418400000000000,9150,9155,9150,9155,1360,416397,416467
2021-08-31 22:01:00.000000000,1630418460000000000,9155,9165,9155,9160,1789,416467,417042
2021-08-31 22:02:00.000000000,1630418520000000000,9160,9165,9160,9165,625,417042,417159
2021-08-31 22:03:00.000000000,1630418580000000000,9165,9165,9150,9155,944,417159,417148
2021-08-31 22:04:00.000000000,1630418640000000000,9155,9160,9155,9155,84,417148,417098
2021-08-31 22:05:00.000000000,1630418700000000000,9155,9165,9155,9160,512,417098,416888
2021-08-31 22:06:00.000000000,1630418760000000000,9160,9165,9155,9160,839,416888,417271
2021-08-31 22:07:00.000000000,1630418820000000000,9160,9165,9160,9160,232,417271,417351
2021-08-31 22:08:00.000000000,1630418880000000000,9160,9175,9160,9175,1878,417351,417252
2021-08-31 22:09:00.000000000,1630418940000000000,9175,9175,9165,9165,545,417252,417130
2021-08-31 22:10:00.000000000,1630419000000000000,9165,9170,9160,9165,925,417130,417310
2021-08-31 22:11:00.000000000,1630419060000000000,9165,9170,9160,9165,490,417310,417377
2021-08-31 22:12:00.000000000,1630419120000000000,9165,9170,9160,9165,1201,417377,417548
2021-08-31 22:13:00.000000000,1630419180000000000,9165,9170,9160,9165,772,417548,417590
2021-08-31 22:14:00.000000000,1630419240000000000,9165,9170,9165,9165,637,417590,417630
2021-08-31 22:15:00.000000000,1630419300000000000,9165,9170,9165,9165,228,417630,417714
2021-08-31 22:16:00.000000000,1630419360000000000,9165,9170,9160,9160,632,417714,418119
2021-08-31 22:17:00.000000000,1630419420000000000,9160,9165,9160,9160,49,418119,418124
2021-08-31 22:18:00.000000000,1630419480000000000,9160,9165,9160,9160,103,418124,418122
2021-08-31 22:19:00.000000000,1630419540000000000,9160,9170,9160,9165,530,418122,418300
2021-08-31 22:20:00.000000000,1630419600000000000,9165,9170,9165,9165,155,418300,418196
2021-08-31 22:21:00.000000000,1630419660000000000,9165,9170,9165,9165,272,418196,418160
2021-08-31 22:22:00.000000000,1630419720000000000,9165,9170,9165,9165,63,418160,418177
2021-08-31 22:23:00.000000000,1630419780000000000,9165,9165,9155,9155,1307,418177,418234
2021-08-31 22:24:00.000000000,1630419840000000000,9155,9155,9150,9155,903,418234,417993
2021-08-31 22:25:00.000000000,1630419900000000000,9155,9160,9150,9150,395,417993,417958
2021-08-31 22:26:00.000000000,1630419960000000000,9150,9155,9150,9155,159,417958,417961
2021-08-31 22:27:00.000000000,1630420020000000000,9155,9155,9145,9145,1252,417961,418038
2021-08-31 22:28:00.000000000,1630420080000000000,9145,9150,9145,9150,344,418038,417988
2021-08-31 22:29:00.000000000,1630420140000000000,9150,9155,9140,9145,1461,417988,417834
2021-08-31 22:30:00.000000000,1630420200000000000,9145,9150,9140,9150,1105,417834,417622
2021-08-31 22:31:00.000000000,1630420260000000000,9150,9155,9150,9150,79,417622,417593
2021-08-31 22:32:00.000000000,1630420320000000000,9150,9155,9150,9155,134,417593,417504
2021-08-31 22:33:00.000000000,1630420380000000000,9155,9155,9150,9150,85,417504,417493
2021-08-31 22:34:00.000000000,1630420440000000000,9150,9155,9150,9150,132,417493,417433
2021-08-31 22:35:00.000000000,1630420500000000000,9150,9165,9150,9165,1569,417433,416704
2021-08-31 22:36:00.000000000,1630420560000000000,9165,9170,9160,9170,472,416704,416522
2021-08-31 22:37:00.000000000,1630420620000000000,9170,9170,9165,9165,1465,416522,416802
2021-08-31 22:38:00.000000000,1630420680000000000,9165,9170,9165,9170,106,416802,416856
2021-08-31 22:39:00.000000000,1630420740000000000,9170,9180,9165,9180,3669,416856,415805
2021-08-31 22:40:00.000000000,1630420800000000000,9180,9180,9175,9180,829,415805,415745
2021-08-31 22:41:00.000000000,1630420860000000000,9180,9180,9170,9170,599,415745,415917
2021-08-31 22:42:00.000000000,1630420920000000000,9170,9175,9165,9170,774,415917,416145
2021-08-31 22:43:00.000000000,1630420980000000000,9170,9180,9170,9175,1148,416145,416238
2021-08-31 22:44:00.000000000,1630421040000000000,9175,9180,9165,9170,918,416238,416432
2021-08-31 22:45:00.000000000,1630421100000000000,9170,9175,9165,9175,530,416432,416595
2021-08-31 22:46:00.000000000,1630421160000000000,9175,9175,9170,9175,261,416595,416592
2021-08-31 22:47:00.000000000,1630421220000000000,9175,9185,9175,9180,699,416592,416518
2021-08-31 22:48:00.000000000,1630421280000000000,9180,9185,9180,9185,294,416518,416496
2021-08-31 22:49:00.000000000,1630421340000000000,9185,9185,9180,9180,380,416496,416522
2021-08-31 22:50:00.000000000,1630421400000000000,9180,9190,9180,9185,1099,416522,417115
2021-08-31 22:51:00.000000000,1630421460000000000,9185,9210,9185,9195,5249,417115,417533
2021-08-31 22:52:00.000000000,1630421520000000000,9195,9205,9190,9190,1321,417533,417665
2021-08-31 22:53:00.000000000,1630421580000000000,9190,9200,9190,9195,1368,417665,417495
2021-08-31 22:54:00.000000000,1630421640000000000,9195,9195,9185,9185,591,417495,417518
2021-08-31 22:55:00.000000000,1630421700000000000,9185,9190,9185,9190,295,417518,417348
2021-08-31 22:56:00.000000000,1630421760000000000,9190,9195,9190,9195,141,417348,417352
2021-08-31 22:57:00.000000000,1630421820000000000,9195,9195,9180,9185,739,417352,417222
2021-08-31 22:58:00.000000000,1630421880000000000,9185,9185,9170,9175,1354,417222,416876
2021-08-31 22:59:00.000000000,1630421940000000000,9175,9175,9165,9170,1190,416876,416298
2021-09-01 09:00:00.000000000,1630458000000000000,9175,9190,9175,9175,2359,416298,416063
2021-09-01 09:01:00.000000000,1630458060000000000,9175,9175,9165,9170,1241,416063,416050
2021-09-01 09:02:00.000000000,1630458120000000000,9170,9170,9160,9165,1062,416050,415937
2021-09-01 09:03:00.000000000,1630458180000000000,9165,9165,9160,9160,1878,415937,415863
2021-09-01 09:04:00.000000000,1630458240000000000,9160,9170,9160,9160,1450,415863,415768
2021-09-01 09:05:00.000000000,1630458300000000000,9160,9165,9150,9150,1263,415768,415744
2021-09-01 09:06:00.000000000,1630458360000000000,9150,9160,9150,9150,1151,415744,415660
2021-09-01 09:07:00.000000000,1630458420000000000,9150,9155,9145,9145,1617,415660,415240
2021-09-01 09:08:00.000000000,1630458480000000000,9145,9150,9140,9145,1332,415240,414783
2021-09-01 09:09:00.000000000,1630458540000000000,9145,9150,9140,9145,1841,414783,414601
2021-09-01 09:10:00.000000000,1630458600000000000,9145,9150,9140,9145,1078,414601,414436
2021-09-01 09:11:00.000000000,1630458660000000000,9145,9160,9145,9155,1270,414436,414244
2021-09-01 09:12:00.000000000,1630458720000000000,9155,9155,9140,9140,1519,414244,414243
2021-09-01 09:13:00.000000000,1630458780000000000,9140,9145,9140,9140,954,414243,413901
2021-09-01 09:14:00.000000000,1630458840000000000,9140,9145,9140,9145,1450,413901,414381
2021-09-01 09:15:00.000000000,1630458900000000000,9145,9155,9145,9150,1671,414381,414103
2021-09-01 09:16:00.000000000,1630458960000000000,9150,9150,9140,9140,1967,414103,414093
2021-09-01 09:17:00.000000000,1630459020000000000,9140,9150,9140,9145,700,414093,413789
2021-09-01 09:18:00.000000000,1630459080000000000,9145,9150,9145,9150,650,413789,413723
2021-09-01 09:19:00.000000000,1630459140000000000,9150,9150,9145,9145,324,413723,413768
2021-09-01 09:20:00.000000000,1630459200000000000,9145,9150,9145,9150,585,413768,413744
2021-09-01 09:21:00.000000000,1630459260000000000,9150,9160,9150,9160,598,413744,413795
2021-09-01 09:22:00.000000000,1630459320000000000,9160,9160,9150,9155,600,413795,413837
2021-09-01 09:23:00.000000000,1630459380000000000,9155,9155,9140,9140,1506,413837,413707
2021-09-01 09:24:00.000000000,1630459440000000000,9140,9145,9135,9140,858,413707,413706
2021-09-01 09:25:00.000000000,1630459500000000000,9140,9150,9140,9145,1000,413706,413620
2021-09-01 09:26:00.000000000,1630459560000000000,9145,9160,9145,9160,920,413620,413608
2021-09-01 09:27:00.000000000,1630459620000000000,9160,9175,9155,9170,3896,413608,414757
2021-09-01 09:28:00.000000000,1630459680000000000,9170,9175,9155,9155,2469,414757,414585
2021-09-01 09:29:00.000000000,1630459740000000000,9155,9160,9150,9150,528,414585,414553
2021-09-01 09:30:00.000000000,1630459800000000000,9150,9155,9145,9150,612,414553,414483
2021-09-01 09:31:00.000000000,1630459860000000000,9150,9160,9150,9155,780,414483,414344
2021-09-01 09:32:00.000000000,1630459920000000000,9155,9160,9155,9155,151,414344,414290
2021-09-01 09:33:00.000000000,1630459980000000000,9155,9160,9150,9150,253,414290,414330
2021-09-01 09:34:00.000000000,1630460040000000000,9150,9180,9150,9175,3830,414330,415164
2021-09-01 09:35:00.000000000,1630460100000000000,9175,9185,9170,9185,2210,415164,415440
2021-09-01 09:36:00.000000000,1630460160000000000,9185,9190,9175,9190,1655,415440,415859
2021-09-01 09:37:00.000000000,1630460220000000000,9190,9195,9185,9185,1979,415859,416374
2021-09-01 09:38:00.000000000,1630460280000000000,9185,9190,9175,9175,863,416374,416625
2021-09-01 09:39:00.000000000,1630460340000000000,9175,9180,9170,9175,888,416625,416610
2021-09-01 09:40:00.000000000,1630460400000000000,9175,9180,9170,9170,606,416610,416758
2021-09-01 09:41:00.000000000,1630460460000000000,9170,9175,9170,9170,176,416758,416705
2021-09-01 09:42:00.000000000,1630460520000000000,9170,9175,9170,9170,70,416705,416682
2021-09-01 09:43:00.000000000,1630460580000000000,9170,9180,9170,9175,964,416682,416407
2021-09-01 09:44:00.000000000,1630460640000000000,9175,9180,9175,9175,173,416407,416328
2021-09-01 09:45:00.000000000,1630460700000000000,9175,9185,9175,9180,875,416328,416166
2021-09-01 09:46:00.000000000,1630460760000000000,9180,9190,9155,9165,3988,416166,415145
2021-09-01 09:47:00.000000000,1630460820000000000,9165,9165,9160,9160,155,415145,415182
2021-09-01 09:48:00.000000000,1630460880000000000,9160,9160,9155,9155,383,415182,415130
2021-09-01 09:49:00.000000000,1630460940000000000,9155,9160,9155,9160,343,415130,415172
2021-09-01 09:50:00.000000000,1630461000000000000,9160,9160,9155,9155,786,415172,415088
2021-09-01 09:51:00.000000000,1630461060000000000,9155,9160,9155,9160,422,415088,414964
2021-09-01 09:52:00.000000000,1630461120000000000,9160,9160,9150,9150,671,414964,414798
2021-09-01 09:53:00.000000000,1630461180000000000,9150,9155,9150,9150,430,414798,414598
2021-09-01 09:54:00.000000000,1630461240000000000,9150,9155,9150,9150,733,414598,414477
2021-09-01 09:55:00.000000000,1630461300000000000,9150,9155,9150,9150,371,414477,414571
2021-09-01 09:56:00.000000000,1630461360000000000,9150,9155,9150,9150,240,414571,414571
2021-09-01 09:57:00.000000000,1630461420000000000,9150,9155,9145,9150,1181,414571,414664
2021-09-01 09:58:00.000000000,1630461480000000000,9150,9155,9140,9140,1568,414664,414243
2021-09-01 09:59:00.000000000,1630461540000000000,9140,9145,9140,9140,315,414243,414154
2021-09-01 10:00:00.000000000,1630461600000000000,9140,9145,9140,9145,1688,414154,414406
2021-09-01 10:01:00.000000000,1630461660000000000,9145,9150,9140,9150,1148,414406,414043
2021-09-01 10:02:00.000000000,1630461720000000000,9150,9150,9145,9150,550,414043,413948
2021-09-01 10:03:00.000000000,1630461780000000000,9150,9155,9145,9150,1130,413948,414196
2021-09-01 10:04:00.000000000,1630461840000000000,9150,9150,9140,9140,3076,414196,414801
2021-09-01 10:05:00.000000000,1630461900000000000,9140,9145,9140,9140,449,414801,414753
2021-09-01 10:06:00.000000000,1630461960000000000,9140,9145,9140,9145,172,414753,414667
2021-09-01 10:07:00.000000000,1630462020000000000,9145,9150,9140,9140,1423,414667,414334
2021-09-01 10:08:00.000000000,1630462080000000000,9140,9150,9140,9145,782,414334,414348
2021-09-01 10:09:00.000000000,1630462140000000000,9145,9150,9145,9150,129,414348,414338
2021-09-01 10:10:00.000000000,1630462200000000000,9150,9155,9145,9145,1477,414338,414325
2021-09-01 10:11:00.000000000,1630462260000000000,9145,9155,9145,9155,1542,414325,413614
2021-09-01 10:12:00.000000000,1630462320000000000,9155,9160,9155,9160,196,413614,413583
2021-09-01 10:13:00.000000000,1630462380000000000,9160,9160,9155,9155,166,413583,413528
2021-09-01 10:14:00.000000000,1630462440000000000,9155,9165,9155,9160,941,413528,413503
2021-09-01 10:30:00.000000000,1630463400000000000,9155,9165,9155,9165,1016,413503,413617
2021-09-01 10:31:00.000000000,1630463460000000000,9165,9170,9155,9160,1767,413617,413153
2021-09-01 10:32:00.000000000,1630463520000000000,9160,9160,9145,9150,2442,413153,412748
2021-09-01 10:33:00.000000000,1630463580000000000,9150,9155,9150,9155,680,412748,412892
2021-09-01 10:34:00.000000000,1630463640000000000,9155,9160,9150,9160,1282,412892,412569
2021-09-01 10:35:00.000000000,1630463700000000000,9160,9165,9150,9160,1564,412569,412146
2021-09-01 10:36:00.000000000,1630463760000000000,9160,9165,9150,9165,1490,412146,411879
2021-09-01 10:37:00.000000000,1630463820000000000,9165,9170,9160,9160,1022,411879,411871
2021-09-01 10:38:00.000000000,1630463880000000000,9160,9170,9160,9165,693,411871,411906
2021-09-01 10:39:00.000000000,1630463940000000000,9165,9165,9160,9160,218,411906,411889
2021-09-01 10:40:00.000000000,1630464000000000000,9160,9175,9160,9175,1430,411889,411702
2021-09-01 10:41:00.000000000,1630464060000000000,9175,9180,9170,9175,1264,411702,411902
2021-09-01 10:42:00.000000000,1630464120000000000,9175,9180,9165,9165,2180,411902,412160
2021-09-01 10:43:00.000000000,1630464180000000000,9165,9170,9160,9160,935,412160,412137
2021-09-01 10:44:00.000000000,1630464240000000000,9160,9165,9155,9160,383,412137,412090
2021-09-01 10:45:00.000000000,1630464300000000000,9160,9170,9160,9165,859,412090,412104
2021-09-01 10:46:00.000000000,1630464360000000000,9165,9170,9160,9165,534,412104,411874
2021-09-01 10:47:00.000000000,1630464420000000000,9165,9170,9165,9170,180,411874,411779
2021-09-01 10:48:00.000000000,1630464480000000000,9170,9170,9160,9165,548,411779,411791
2021-09-01 10:49:00.000000000,1630464540000000000,9165,9170,9165,9165,147,411791,411723
2021-09-01 10:50:00.000000000,1630464600000000000,9165,9170,9165,9165,99,411723,411731
2021-09-01 10:51:00.000000000,1630464660000000000,9165,9175,9165,9175,379,411731,411789
2021-09-01 10:52:00.000000000,1630464720000000000,9175,9175,9165,9165,442,411789,411960
2021-09-01 10:53:00.000000000,1630464780000000000,9165,9170,9160,9165,982,411960,412199
2021-09-01 10:54:00.000000000,1630464840000000000,9165,9165,9150,9150,1220,412199,412478
2021-09-01 10:55:00.000000000,1630464900000000000,9150,9155,9145,9145,2005,412478,412339
2021-09-01 10:56:00.000000000,1630464960000000000,9145,9150,9140,9140,2616,412339,411825
2021-09-01 10:57:00.000000000,1630465020000000000,9140,9145,9135,9135,2237,411825,412152
2021-09-01 10:58:00.000000000,1630465080000000000,9135,9145,9135,9140,455,412152,412060
2021-09-01 10:59:00.000000000,1630465140000000000,9140,9145,9135,9135,904,412060,411995
2021-09-01 11:00:00.000000000,1630465200000000000,9135,9140,9130,9135,2134,411995,411972
2021-09-01 11:01:00.000000000,1630465260000000000,9135,9140,9130,9135,1367,411972,411606
2021-09-01 11:02:00.000000000,1630465320000000000,9135,9145,9135,9145,1239,411606,411639
2021-09-01 11:03:00.000000000,1630465380000000000,9145,9150,9140,9150,774,411639,411603
2021-09-01 11:04:00.000000000,1630465440000000000,9150,9155,9145,9145,1547,411603,411291
2021-09-01 11:05:00.000000000,1630465500000000000,9145,9150,9145,9150,339,411291,411361
2021-09-01 11:06:00.000000000,1630465560000000000,9150,9150,9140,9140,1636,411361,410605
2021-09-01 11:07:00.000000000,1630465620000000000,9140,9150,9140,9140,520,410605,410412
2021-09-01 11:08:00.000000000,1630465680000000000,9140,9145,9140,9145,341,410412,410581
2021-09-01 11:09:00.000000000,1630465740000000000,9145,9150,9140,9145,978,410581,410517
2021-09-01 11:10:00.000000000,1630465800000000000,9145,9150,9140,9145,463,410517,410480
2021-09-01 11:11:00.000000000,1630465860000000000,9145,9155,9145,9155,921,410480,409881
2021-09-01 11:12:00.000000000,1630465920000000000,9155,9160,9150,9155,1737,409881,410754
2021-09-01 11:13:00.000000000,1630465980000000000,9155,9165,9155,9160,904,410754,410547
2021-09-01 11:14:00.000000000,1630466040000000000,9160,9160,9155,9155,679,410547,410301
2021-09-01 11:15:00.000000000,1630466100000000000,9155,9160,9150,9155,1301,410301,410259
2021-09-01 11:16:00.000000000,1630466160000000000,9155,9165,9155,9160,1003,410259,410413
2021-09-01 11:17:00.000000000,1630466220000000000,9160,9165,9155,9160,711,410413,410544
2021-09-01 11:18:00.000000000,1630466280000000000,9160,9165,9160,9165,107,410544,410561
2021-09-01 11:19:00.000000000,1630466340000000000,9165,9165,9155,9160,532,410561,410545
2021-09-01 11:20:00.000000000,1630466400000000000,9160,9165,9160,9165,175,410545,410507
2021-09-01 11:21:00.000000000,1630466460000000000,9165,9175,9160,9165,3200,410507,410381
2021-09-01 11:22:00.000000000,1630466520000000000,9165,9175,9165,9170,869,410381,410334
2021-09-01 11:23:00.000000000,1630466580000000000,9170,9170,9160,9160,1044,410334,410114
2021-09-01 11:24:00.000000000,1630466640000000000,9160,9165,9160,9160,479,410114,410051
2021-09-01 11:25:00.000000000,1630466700000000000,9160,9165,9160,9160,854,410051,410288
2021-09-01 11:26:00.000000000,1630466760000000000,9160,9165,9140,9140,5821,410288,411863
2021-09-01 11:27:00.000000000,1630466820000000000,9140,9145,9140,9145,1480,411863,412193
2021-09-01 11:28:00.000000000,1630466880000000000,9145,9150,9140,9145,937,412193,411831
2021-09-01 11:29:00.000000000,1630466940000000000,9145,9150,9145,9145,461,411831,411751
2021-09-01 13:30:00.000000000,1630474200000000000,9145,9160,9145,9160,3347,411751,410956
2021-09-01 13:31:00.000000000,1630474260000000000,9160,9160,9150,9150,2083,410956,411098
2021-09-01 13:32:00.000000000,1630474320000000000,9150,9155,9150,9150,336,411098,411164
2021-09-01 13:33:00.000000000,1630474380000000000,9150,9155,9145,9145,422,411164,411232
2021-09-01 13:34:00.000000000,1630474440000000000,9145,9150,9140,9145,1038,411232,411127
2021-09-01 13:35:00.000000000,1630474500000000000,9145,9150,9145,9150,410,411127,411006
2021-09-01 13:36:00.000000000,1630474560000000000,9150,9150,9140,9140,854,411006,410858
2021-09-01 13:37:00.000000000,1630474620000000000,9140,9145,9140,9145,1241,410858,410776
2021-09-01 13:38:00.000000000,1630474680000000000,9145,9145,9140,9145,1407,410776,410703
2021-09-01 13:39:00.000000000,1630474740000000000,9145,9150,9140,9145,494,410703,410636
2021-09-01 13:40:00.000000000,1630474800000000000,9145,9145,9135,9135,1215,410636,410713
2021-09-01 13:41:00.000000000,1630474860000000000,9135,9140,9135,9135,1188,410713,410745
2021-09-01 13:42:00.000000000,1630474920000000000,9135,9145,9135,9140,502,410745,410718
2021-09-01 13:43:00.000000000,1630474980000000000,9140,9145,9135,9145,997,410718,411027
2021-09-01 13:44:00.000000000,1630475040000000000,9145,9155,9140,9150,2642,411027,411387
2021-09-01 13:45:00.000000000,1630475100000000000,9150,9150,9145,9145,683,411387,411366
2021-09-01 13:46:00.000000000,1630475160000000000,9145,9155,9145,9150,507,411366,411294
2021-09-01 13:47:00.000000000,1630475220000000000,9150,9160,9150,9155,1493,411294,410880
2021-09-01 13:48:00.000000000,1630475280000000000,9155,9160,9150,9155,419,410880,411000
2021-09-01 13:49:00.000000000,1630475340000000000,9155,9160,9155,9155,682,411000,410950
2021-09-01 13:50:00.000000000,1630475400000000000,9155,9160,9155,9160,190,410950,410976
2021-09-01 13:51:00.000000000,1630475460000000000,9160,9160,9150,9155,714,410976,410822
2021-09-01 13:52:00.000000000,1630475520000000000,9155,9155,9150,9155,60,410822,410793
2021-09-01 13:53:00.000000000,1630475580000000000,9155,9155,9150,9150,167,410793,410705
2021-09-01 13:54:00.000000000,1630475640000000000,9150,9155,9150,9155,51,410705,410693
2021-09-01 13:55:00.000000000,1630475700000000000,9155,9155,9150,9150,282,410693,410472
2021-09-01 13:56:00.000000000,1630475760000000000,9150,9155,9150,9155,58,410472,410441
2021-09-01 13:57:00.000000000,1630475820000000000,9155,9155,9145,9150,991,410441,410447
2021-09-01 13:58:00.000000000,1630475880000000000,9150,9155,9150,9150,204,410447,410411
2021-09-01 13:59:00.000000000,1630475940000000000,9150,9150,9145,9145,1419,410411,410612
2021-09-01 14:00:00.000000000,1630476000000000000,9145,9150,9145,9150,234,410612,410603
2021-09-01 14:01:00.000000000,1630476060000000000,9150,9150,9140,9145,1536,410603,410290
2021-09-01 14:02:00.000000000,1630476120000000000,9145,9150,9145,9145,862,410290,410347
2021-09-01 14:03:00.000000000,1630476180000000000,9145,9150,9145,9145,732,410347,410474
2021-09-01 14:04:00.000000000,1630476240000000000,9145,9150,9145,9145,101,410474,410489
2021-09-01 14:05:00.000000000,1630476300000000000,9145,9155,9145,9155,822,410489,410624
2021-09-01 14:06:00.000000000,1630476360000000000,9155,9160,9150,9160,899,410624,410623
2021-09-01 14:07:00.000000000,1630476420000000000,9160,9160,9155,9155,854,410623,410724
2021-09-01 14:08:00.000000000,1630476480000000000,9155,9160,9150,9160,887,410724,410325
2021-09-01 14:09:00.000000000,1630476540000000000,9160,9160,9150,9150,376,410325,410375
2021-09-01 14:10:00.000000000,1630476600000000000,9150,9155,9145,9145,744,410375,410516
2021-09-01 14:11:00.000000000,1630476660000000000,9145,9150,9145,9150,573,410516,410295
2021-09-01 14:12:00.000000000,1630476720000000000,9150,9150,9145,9145,43,410295,410289
2021-09-01 14:13:00.000000000,1630476780000000000,9145,9150,9145,9145,87,410289,410262
2021-09-01 14:14:00.000000000,1630476840000000000,9145,9150,9145,9150,1136,410262,410366
2021-09-01 14:15:00.000000000,1630476900000000000,9150,9155,9145,9155,861,410366,410255
2021-09-01 14:16:00.000000000,1630476960000000000,9155,9155,9150,9155,73,410255,410232
2021-09-01 14:17:00.000000000,1630477020000000000,9155,9155,9150,9150,1656,410232,409703
